Territorio;Edad;Medida;Sexo;Valor;
Adra;De 5 a 9 años;Emigraciones;Mujeres;14;
Adra;De 10 a 14 años;Emigraciones;Hombres;14;
Adra;De 10 a 14 años;Emigraciones;Mujeres;8;
Adra;De 15 a 19 años;Emigraciones;Hombres;18;
Adra;De 15 a 19 años;Emigraciones;Mujeres;15;
Adra;De 20 a 24 años;Emigraciones;Hombres;38;
Adra;De 20 a 24 años;Emigraciones;Mujeres;29;
Adra;De 25 a 29 años;Emigraciones;Hombres;62;
Adra;De 25 a 29 años;Emigraciones;Mujeres;38;
Adra;De 30 a 34 años;Emigraciones;Hombres;70;
Adra;De 30 a 34 años;Emigraciones;Mujeres;51;
Adra;De 35 a 39 años;Emigraciones;Hombres;58;
Adra;De 35 a 39 años;Emigraciones;Mujeres;39;
Adra;De 40 a 44 años;Emigraciones;Hombres;47;
Adra;De 40 a 44 años;Emigraciones;Mujeres;30;
Adra;De 45 a 49 años;Emigraciones;Hombres;30;
Adra;De 45 a 49 años;Emigraciones;Mujeres;21;
Adra;De 50 a 54 años;Emigraciones;Hombres;27;
Adra;De 50 a 54 años;Emigraciones;Mujeres;19;
Adra;De 55 a 59 años;Emigraciones;Hombres;21;
Adra;De 55 a 59 años;Emigraciones;Mujeres;20;
Adra;De 60 a 64 años;Emigraciones;Hombres;8;
Adra;De 60 a 64 años;Emigraciones;Mujeres;15;
Adra;De 65 y más años;Emigraciones;Hombres;29;
Adra;De 65 y más años;Emigraciones;Mujeres;35;
Adra;TOTAL;Emigraciones;Hombres;444;
Adra;TOTAL;Emigraciones;Mujeres;347;
Albanchez;De 0 a 4 años;Emigraciones;Hombres;-;
Albanchez;De 0 a 4 años;Emigraciones;Mujeres;-;
Albanchez;De 5 a 9 años;Emigraciones;Hombres;-;
Albanchez;De 5 a 9 años;Emigraciones;Mujeres;-;
Albanchez;De 10 a 14 años;Emigraciones;Hombres;-;
Albanchez;De 10 a 14 años;Emigraciones;Mujeres;1;
Albanchez;De 15 a 19 años;Emigraciones;Hombres;-;
Albanchez;De 15 a 19 años;Emigraciones;Mujeres;1;
Albanchez;De 20 a 24 años;Emigraciones;Hombres;-;
Albanchez;De 20 a 24 años;Emigraciones;Mujeres;1;
Albanchez;De 25 a 29 años;Emigraciones;Hombres;1;
Albanchez;De 25 a 29 años;Emigraciones;Mujeres;-;
Albanchez;De 30 a 34 años;Emigraciones;Hombres;2;
Albanchez;De 30 a 34 años;Emigraciones;Mujeres;-;
Albanchez;De 35 a 39 años;Emigraciones;Hombres;3;
Albanchez;De 35 a 39 años;Emigraciones;Mujeres;1;
Albanchez;De 40 a 44 años;Emigraciones;Hombres;1;
Albanchez;De 40 a 44 años;Emigraciones;Mujeres;-;
Albanchez;De 45 a 49 años;Emigraciones;Hombres;1;
Albanchez;De 45 a 49 años;Emigraciones;Mujeres;-;
Albanchez;De 50 a 54 años;Emigraciones;Hombres;1;
Albanchez;De 50 a 54 años;Emigraciones;Mujeres;2;
Albanchez;De 55 a 59 años;Emigraciones;Hombres;2;
Albanchez;De 55 a 59 años;Emigraciones;Mujeres;1;
Albanchez;De 60 a 64 años;Emigraciones;Hombres;3;
Albanchez;De 60 a 64 años;Emigraciones;Mujeres;2;
Albanchez;De 65 y más años;Emigraciones;Hombres;4;
Albanchez;De 65 y más años;Emigraciones;Mujeres;4;
Albanchez;TOTAL;Emigraciones;Hombres;18;
Albanchez;TOTAL;Emigraciones;Mujeres;13;
Alboloduy;De 0 a 4 años;Emigraciones;Hombres;2;
Alboloduy;De 0 a 4 años;Emigraciones;Mujeres;1;
Alboloduy;De 5 a 9 años;Emigraciones;Hombres;2;
Alboloduy;De 5 a 9 años;Emigraciones;Mujeres;-;
Alboloduy;De 10 a 14 años;Emigraciones;Hombres;1;
Alboloduy;De 10 a 14 años;Emigraciones;Mujeres;1;
Alboloduy;De 15 a 19 años;Emigraciones;Hombres;-;
Alboloduy;De 15 a 19 años;Emigraciones;Mujeres;-;
Alboloduy;De 20 a 24 años;Emigraciones;Hombres;1;
Alboloduy;De 20 a 24 años;Emigraciones;Mujeres;-;
Alboloduy;De 25 a 29 años;Emigraciones;Hombres;1;
Alboloduy;De 25 a 29 años;Emigraciones;Mujeres;-;
Alboloduy;De 30 a 34 años;Emigraciones;Hombres;1;
Alboloduy;De 30 a 34 años;Emigraciones;Mujeres;3;
Alboloduy;De 35 a 39 años;Emigraciones;Hombres;-;
Alboloduy;De 35 a 39 años;Emigraciones;Mujeres;1;
Alboloduy;De 40 a 44 años;Emigraciones;Hombres;-;
Alboloduy;De 40 a 44 años;Emigraciones;Mujeres;4;
Alboloduy;De 45 a 49 años;Emigraciones;Hombres;4;
Alboloduy;De 45 a 49 años;Emigraciones;Mujeres;-;
Alboloduy;De 50 a 54 años;Emigraciones;Hombres;-;
Alboloduy;De 50 a 54 años;Emigraciones;Mujeres;3;
Alboloduy;De 55 a 59 años;Emigraciones;Hombres;2;
Alboloduy;De 55 a 59 años;Emigraciones;Mujeres;1;
Alboloduy;De 60 a 64 años;Emigraciones;Hombres;1;
Alboloduy;De 60 a 64 años;Emigraciones;Mujeres;2;
Alboloduy;De 65 y más años;Emigraciones;Hombres;6;
Alboloduy;De 65 y más años;Emigraciones;Mujeres;2;
Alboloduy;TOTAL;Emigraciones;Hombres;21;
Alboloduy;TOTAL;Emigraciones;Mujeres;18;
Albox;De 0 a 4 años;Emigraciones;Hombres;14;
Albox;De 0 a 4 años;Emigraciones;Mujeres;19;
Albox;De 5 a 9 años;Emigraciones;Hombres;15;
Albox;De 5 a 9 años;Emigraciones;Mujeres;19;
Albox;De 10 a 14 años;Emigraciones;Hombres;9;
Albox;De 10 a 14 años;Emigraciones;Mujeres;16;
Albox;De 15 a 19 años;Emigraciones;Hombres;15;
Albox;De 15 a 19 años;Emigraciones;Mujeres;13;
Albox;De 20 a 24 años;Emigraciones;Hombres;31;
Albox;De 20 a 24 años;Emigraciones;Mujeres;29;
Albox;De 25 a 29 años;Emigraciones;Hombres;42;
Albox;De 25 a 29 años;Emigraciones;Mujeres;37;
Albox;De 30 a 34 años;Emigraciones;Hombres;43;
Albox;De 30 a 34 años;Emigraciones;Mujeres;35;
Albox;De 35 a 39 años;Emigraciones;Hombres;40;
Albox;De 35 a 39 años;Emigraciones;Mujeres;17;
Albox;De 40 a 44 años;Emigraciones;Hombres;25;
Albox;De 40 a 44 años;Emigraciones;Mujeres;40;
Albox;De 45 a 49 años;Emigraciones;Hombres;37;
Albox;De 45 a 49 años;Emigraciones;Mujeres;22;
Albox;De 50 a 54 años;Emigraciones;Hombres;30;
Albox;De 50 a 54 años;Emigraciones;Mujeres;23;
Albox;De 55 a 59 años;Emigraciones;Hombres;23;
Albox;De 55 a 59 años;Emigraciones;Mujeres;32;
Albox;De 60 a 64 años;Emigraciones;Hombres;23;
Albox;De 60 a 64 años;Emigraciones;Mujeres;33;
Albox;De 65 y más años;Emigraciones;Hombres;90;
Albox;De 65 y más años;Emigraciones;Mujeres;70;
Albox;TOTAL;Emigraciones;Hombres;437;
Albox;TOTAL;Emigraciones;Mujeres;405;
Alcolea;De 0 a 4 años;Emigraciones;Hombres;-;
Alcolea;De 0 a 4 años;Emigraciones;Mujeres;-;
Alcolea;De 5 a 9 años;Emigraciones;Hombres;2;
Alcolea;De 5 a 9 años;Emigraciones;Mujeres;-;
Alcolea;De 10 a 14 años;Emigraciones;Hombres;-;
Alcolea;De 10 a 14 años;Emigraciones;Mujeres;-;
Alcolea;De 15 a 19 años;Emigraciones;Hombres;1;
Alcolea;De 15 a 19 años;Emigraciones;Mujeres;-;
Alcolea;De 20 a 24 años;Emigraciones;Hombres;2;
Alcolea;De 20 a 24 años;Emigraciones;Mujeres;1;
Alcolea;De 25 a 29 años;Emigraciones;Hombres;3;
Alcolea;De 25 a 29 años;Emigraciones;Mujeres;4;
Alcolea;De 30 a 34 años;Emigraciones;Hombres;2;
Alcolea;De 30 a 34 años;Emigraciones;Mujeres;1;
Alcolea;De 35 a 39 años;Emigraciones;Hombres;1;
Alcolea;De 35 a 39 años;Emigraciones;Mujeres;1;
Alcolea;De 40 a 44 años;Emigraciones;Hombres;-;
Alcolea;De 40 a 44 años;Emigraciones;Mujeres;-;
Alcolea;De 45 a 49 años;Emigraciones;Hombres;1;
Alcolea;De 45 a 49 años;Emigraciones;Mujeres;-;
Alcolea;De 50 a 54 años;Emigraciones;Hombres;1;
Alcolea;De 50 a 54 años;Emigraciones;Mujeres;1;
Alcolea;De 55 a 59 años;Emigraciones;Hombres;1;
Alcolea;De 55 a 59 años;Emigraciones;Mujeres;1;
Alcolea;De 60 a 64 años;Emigraciones;Hombres;2;
Alcolea;De 60 a 64 años;Emigraciones;Mujeres;1;
Alcolea;De 65 y más años;Emigraciones;Hombres;3;
Alcolea;De 65 y más años;Emigraciones;Mujeres;4;
Alcolea;TOTAL;Emigraciones;Hombres;19;
Alcolea;TOTAL;Emigraciones;Mujeres;14;
Alcóntar;De 0 a 4 años;Emigraciones;Hombres;1;
Alcóntar;De 0 a 4 años;Emigraciones;Mujeres;3;
Alcóntar;De 5 a 9 años;Emigraciones;Hombres;1;
Alcóntar;De 5 a 9 años;Emigraciones;Mujeres;1;
Alcóntar;De 10 a 14 años;Emigraciones;Hombres;-;
Alcóntar;De 10 a 14 años;Emigraciones;Mujeres;1;
Alcóntar;De 15 a 19 años;Emigraciones;Hombres;-;
Alcóntar;De 15 a 19 años;Emigraciones;Mujeres;4;
Alcóntar;De 20 a 24 años;Emigraciones;Hombres;1;
Alcóntar;De 20 a 24 años;Emigraciones;Mujeres;1;
Alcóntar;De 25 a 29 años;Emigraciones;Hombres;1;
Alcóntar;De 25 a 29 años;Emigraciones;Mujeres;1;
Alcóntar;De 30 a 34 años;Emigraciones;Hombres;-;
Alcóntar;De 30 a 34 años;Emigraciones;Mujeres;1;
Alcóntar;De 35 a 39 años;Emigraciones;Hombres;2;
Alcóntar;De 35 a 39 años;Emigraciones;Mujeres;3;
Alcóntar;De 40 a 44 años;Emigraciones;Hombres;2;
Alcóntar;De 40 a 44 años;Emigraciones;Mujeres;-;
Alcóntar;De 45 a 49 años;Emigraciones;Hombres;1;
Alcóntar;De 45 a 49 años;Emigraciones;Mujeres;1;
Alcóntar;De 50 a 54 años;Emigraciones;Hombres;-;
Alcóntar;De 50 a 54 años;Emigraciones;Mujeres;2;
Alcóntar;De 55 a 59 años;Emigraciones;Hombres;-;
Alcóntar;De 55 a 59 años;Emigraciones;Mujeres;-;
Alcóntar;De 60 a 64 años;Emigraciones;Hombres;1;
Alcóntar;De 60 a 64 años;Emigraciones;Mujeres;1;
Alcóntar;De 65 y más años;Emigraciones;Hombres;1;
Alcóntar;De 65 y más años;Emigraciones;Mujeres;2;
Alcóntar;TOTAL;Emigraciones;Hombres;11;
Alcóntar;TOTAL;Emigraciones;Mujeres;21;
Alcudia de Monteagud;De 0 a 4 años;Emigraciones;Hombres;-;
Alcudia de Monteagud;De 0 a 4 años;Emigraciones;Mujeres;-;
Alcudia de Monteagud;De 5 a 9 años;Emigraciones;Hombres;-;
Alcudia de Monteagud;De 5 a 9 años;Emigraciones;Mujeres;-;
Alcudia de Monteagud;De 10 a 14 años;Emigraciones;Hombres;-;
Alcudia de Monteagud;De 10 a 14 años;Emigraciones;Mujeres;-;
Alcudia de Monteagud;De 15 a 19 años;Emigraciones;Hombres;-;
Alcudia de Monteagud;De 15 a 19 años;Emigraciones;Mujeres;-;
Alcudia de Monteagud;De 20 a 24 años;Emigraciones;Hombres;-;
Alcudia de Monteagud;De 20 a 24 años;Emigraciones;Mujeres;-;
Alcudia de Monteagud;De 25 a 29 años;Emigraciones;Hombres;-;
Alcudia de Monteagud;De 25 a 29 años;Emigraciones;Mujeres;-;
Alcudia de Monteagud;De 30 a 34 años;Emigraciones;Hombres;1;
Alcudia de Monteagud;De 30 a 34 años;Emigraciones;Mujeres;-;
Alcudia de Monteagud;De 35 a 39 años;Emigraciones;Hombres;-;
Alcudia de Monteagud;De 35 a 39 años;Emigraciones;Mujeres;1;
Alcudia de Monteagud;De 40 a 44 años;Emigraciones;Hombres;-;
Alcudia de Monteagud;De 40 a 44 años;Emigraciones;Mujeres;2;
Alcudia de Monteagud;De 45 a 49 años;Emigraciones;Hombres;-;
Alcudia de Monteagud;De 45 a 49 años;Emigraciones;Mujeres;-;
Alcudia de Monteagud;De 50 a 54 años;Emigraciones;Hombres;1;
Alcudia de Monteagud;De 50 a 54 años;Emigraciones;Mujeres;-;
Alcudia de Monteagud;De 55 a 59 años;Emigraciones;Hombres;1;
Alcudia de Monteagud;De 55 a 59 años;Emigraciones;Mujeres;1;
Alcudia de Monteagud;De 60 a 64 años;Emigraciones;Hombres;1;
Alcudia de Monteagud;De 60 a 64 años;Emigraciones;Mujeres;2;
Alcudia de Monteagud;De 65 y más años;Emigraciones;Hombres;3;
Alcudia de Monteagud;De 65 y más años;Emigraciones;Mujeres;2;
Alcudia de Monteagud;TOTAL;Emigraciones;Hombres;7;
Alcudia de Monteagud;TOTAL;Emigraciones;Mujeres;8;
Alhabia;De 0 a 4 años;Emigraciones;Hombres;2;
Alhabia;De 0 a 4 años;Emigraciones;Mujeres;1;
Alhabia;De 5 a 9 años;Emigraciones;Hombres;1;
Alhabia;De 5 a 9 años;Emigraciones;Mujeres;-;
Alhabia;De 10 a 14 años;Emigraciones;Hombres;2;
Alhabia;De 10 a 14 años;Emigraciones;Mujeres;1;
Alhabia;De 15 a 19 años;Emigraciones;Hombres;-;
Alhabia;De 15 a 19 años;Emigraciones;Mujeres;1;
Alhabia;De 20 a 24 años;Emigraciones;Hombres;1;
Alhabia;De 20 a 24 años;Emigraciones;Mujeres;4;
Alhabia;De 25 a 29 años;Emigraciones;Hombres;1;
Alhabia;De 25 a 29 años;Emigraciones;Mujeres;3;
Alhabia;De 30 a 34 años;Emigraciones;Hombres;4;
Alhabia;De 30 a 34 años;Emigraciones;Mujeres;3;
Alhabia;De 35 a 39 años;Emigraciones;Hombres;-;
Alhabia;De 35 a 39 años;Emigraciones;Mujeres;2;
Alhabia;De 40 a 44 años;Emigraciones;Hombres;-;
Alhabia;De 40 a 44 años;Emigraciones;Mujeres;3;
Alhabia;De 45 a 49 años;Emigraciones;Hombres;2;
Alhabia;De 45 a 49 años;Emigraciones;Mujeres;-;
Alhabia;De 50 a 54 años;Emigraciones;Hombres;1;
Alhabia;De 50 a 54 años;Emigraciones;Mujeres;-;
Alhabia;De 55 a 59 años;Emigraciones;Hombres;1;
Alhabia;De 55 a 59 años;Emigraciones;Mujeres;2;
Alhabia;De 60 a 64 años;Emigraciones;Hombres;-;
Alhabia;De 60 a 64 años;Emigraciones;Mujeres;1;
Alhabia;De 65 y más años;Emigraciones;Hombres;3;
Alhabia;De 65 y más años;Emigraciones;Mujeres;1;
Alhabia;TOTAL;Emigraciones;Hombres;18;
Alhabia;TOTAL;Emigraciones;Mujeres;22;
Alhama de Almería;De 0 a 4 años;Emigraciones;Hombres;4;
Alhama de Almería;De 0 a 4 años;Emigraciones;Mujeres;5;
Alhama de Almería;De 5 a 9 años;Emigraciones;Hombres;-;
Alhama de Almería;De 5 a 9 años;Emigraciones;Mujeres;3;
Alhama de Almería;De 10 a 14 años;Emigraciones;Hombres;5;
Alhama de Almería;De 10 a 14 años;Emigraciones;Mujeres;2;
Alhama de Almería;De 15 a 19 años;Emigraciones;Hombres;5;
Alhama de Almería;De 15 a 19 años;Emigraciones;Mujeres;6;
Alhama de Almería;De 20 a 24 años;Emigraciones;Hombres;10;
Alhama de Almería;De 20 a 24 años;Emigraciones;Mujeres;4;
Alhama de Almería;De 25 a 29 años;Emigraciones;Hombres;9;
Alhama de Almería;De 25 a 29 años;Emigraciones;Mujeres;5;
Alhama de Almería;De 30 a 34 años;Emigraciones;Hombres;14;
Alhama de Almería;De 30 a 34 años;Emigraciones;Mujeres;9;
Alhama de Almería;De 35 a 39 años;Emigraciones;Hombres;6;
Alhama de Almería;De 35 a 39 años;Emigraciones;Mujeres;8;
Alhama de Almería;De 40 a 44 años;Emigraciones;Hombres;12;
Alhama de Almería;De 40 a 44 años;Emigraciones;Mujeres;2;
Alhama de Almería;De 45 a 49 años;Emigraciones;Hombres;10;
Alhama de Almería;De 45 a 49 años;Emigraciones;Mujeres;8;
Alhama de Almería;De 50 a 54 años;Emigraciones;Hombres;3;
Alhama de Almería;De 50 a 54 años;Emigraciones;Mujeres;9;
Alhama de Almería;De 55 a 59 años;Emigraciones;Hombres;5;
Alhama de Almería;De 55 a 59 años;Emigraciones;Mujeres;8;
Alhama de Almería;De 60 a 64 años;Emigraciones;Hombres;1;
Alhama de Almería;De 60 a 64 años;Emigraciones;Mujeres;3;
Alhama de Almería;De 65 y más años;Emigraciones;Hombres;10;
Alhama de Almería;De 65 y más años;Emigraciones;Mujeres;14;
Alhama de Almería;TOTAL;Emigraciones;Hombres;94;
Alhama de Almería;TOTAL;Emigraciones;Mujeres;86;
Alicún;De 0 a 4 años;Emigraciones;Hombres;-;
Alicún;De 0 a 4 años;Emigraciones;Mujeres;-;
Alicún;De 5 a 9 años;Emigraciones;Hombres;-;
Alicún;De 5 a 9 años;Emigraciones;Mujeres;-;
Alicún;De 10 a 14 años;Emigraciones;Hombres;-;
Alicún;De 10 a 14 años;Emigraciones;Mujeres;-;
Alicún;De 15 a 19 años;Emigraciones;Hombres;-;
Alicún;De 15 a 19 años;Emigraciones;Mujeres;1;
Alicún;De 20 a 24 años;Emigraciones;Hombres;1;
Alicún;De 20 a 24 años;Emigraciones;Mujeres;-;
Alicún;De 25 a 29 años;Emigraciones;Hombres;-;
Alicún;De 25 a 29 años;Emigraciones;Mujeres;1;
Alicún;De 30 a 34 años;Emigraciones;Hombres;1;
Alicún;De 30 a 34 años;Emigraciones;Mujeres;-;
Alicún;De 35 a 39 años;Emigraciones;Hombres;-;
Alicún;De 35 a 39 años;Emigraciones;Mujeres;-;
Alicún;De 40 a 44 años;Emigraciones;Hombres;1;
Alicún;De 40 a 44 años;Emigraciones;Mujeres;1;
Alicún;De 45 a 49 años;Emigraciones;Hombres;-;
Alicún;De 45 a 49 años;Emigraciones;Mujeres;1;
Alicún;De 50 a 54 años;Emigraciones;Hombres;-;
Alicún;De 50 a 54 años;Emigraciones;Mujeres;-;
Alicún;De 55 a 59 años;Emigraciones;Hombres;1;
Alicún;De 55 a 59 años;Emigraciones;Mujeres;-;
Alicún;De 60 a 64 años;Emigraciones;Hombres;-;
Alicún;De 60 a 64 años;Emigraciones;Mujeres;-;
Alicún;De 65 y más años;Emigraciones;Hombres;-;
Alicún;De 65 y más años;Emigraciones;Mujeres;2;
Alicún;TOTAL;Emigraciones;Hombres;4;
Alicún;TOTAL;Emigraciones;Mujeres;6;
Almería (capital);De 0 a 4 años;Emigraciones;Hombres;202;
Almería (capital);De 0 a 4 años;Emigraciones;Mujeres;210;
Almería (capital);De 5 a 9 años;Emigraciones;Hombres;194;
Almería (capital);De 5 a 9 años;Emigraciones;Mujeres;156;
Almería (capital);De 10 a 14 años;Emigraciones;Hombres;188;
Almería (capital);De 10 a 14 años;Emigraciones;Mujeres;152;
Almería (capital);De 15 a 19 años;Emigraciones;Hombres;209;
Almería (capital);De 15 a 19 años;Emigraciones;Mujeres;179;
Almería (capital);De 20 a 24 años;Emigraciones;Hombres;453;
Almería (capital);De 20 a 24 años;Emigraciones;Mujeres;321;
Almería (capital);De 25 a 29 años;Emigraciones;Hombres;623;
Almería (capital);De 25 a 29 años;Emigraciones;Mujeres;420;
Almería (capital);De 30 a 34 años;Emigraciones;Hombres;641;
Almería (capital);De 30 a 34 años;Emigraciones;Mujeres;449;
Almería (capital);De 35 a 39 años;Emigraciones;Hombres;501;
Almería (capital);De 35 a 39 años;Emigraciones;Mujeres;345;
Almería (capital);De 40 a 44 años;Emigraciones;Hombres;429;
Almería (capital);De 40 a 44 años;Emigraciones;Mujeres;317;
Almería (capital);De 45 a 49 años;Emigraciones;Hombres;319;
Almería (capital);De 45 a 49 años;Emigraciones;Mujeres;237;
Almería (capital);De 50 a 54 años;Emigraciones;Hombres;247;
Almería (capital);De 50 a 54 años;Emigraciones;Mujeres;217;
Almería (capital);De 55 a 59 años;Emigraciones;Hombres;162;
Almería (capital);De 55 a 59 años;Emigraciones;Mujeres;146;
